"region","income","happy","age","finrela","marital","degree","health","wrkstat","partyid","polviews","sex","year"
"PACIFIC","$25000 OR MORE","VERY HAPPY",64,"ABOVE AVERAGE","MARRIED","BACHELOR","EXCELLENT","WORKING FULLTIME","STRONG REPUBLICAN","CONSERVATIVE","MALE",2002
"PACIFIC","$25000 OR MORE",NA,33,NA,"MARRIED","BACHELOR","EXCELLENT","KEEPING HOUSE","NOT STR DEMOCRAT",NA,"FEMALE",2002
"PACIFIC","$25000 OR MORE",NA,35,NA,"NEVER MARRIED","BACHELOR","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT",NA,"MALE",2002
"PACIFIC","$10000 - 14999","VERY HAPPY",63,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL","FAIR","RETIRED","STRONG DEMOCRAT","LIBERAL","MALE",2002
"PACIFIC","$25000 OR MORE",NA,38,NA,"NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR REPUBLICAN",NA,"MALE",2002
"PACIFIC","$25000 OR MORE","VERY HAPPY",24,"AVERAGE","NEVER MARRIED","BACHELOR","FAIR","WORKING FULLTIME","NOT STR DEMOCRAT","LIBERAL","FEMALE",2002
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",38,"AVERAGE","DIVORCED","BACHELOR","GOOD","WORKING FULLTIME","STRONG REPUBLICAN","CONSERVATIVE","MALE",2002
"PACIFIC","$20000 - 24999",NA,21,NA,"NEVER MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR DEMOCRAT",NA,"MALE",2002
"PACIFIC","$25000 OR MORE",NA,51,NA,"DIVORCED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT",NA,"FEMALE",2002
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",71,"FAR ABOVE AVERAGE","DIVORCED","BACHELOR","GOOD","RETIRED","NOT STR REPUBLICAN","MODERATE","MALE",2002
"PACIFIC","$25000 OR MORE",NA,22,NA,"NEVER MARRIED","BACHELOR",NA,"WORKING FULLTIME","NOT STR DEMOCRAT",NA,"FEMALE",2002
"PACIFIC","$10000 - 14999","NOT TOO HAPPY",21,"BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL","POOR","KEEPING HOUSE","OTHER PARTY","EXTREMELY LIBERAL","FEMALE",2002
"PACIFIC","$6000 TO 6999","NOT TOO HAPPY",21,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","EXCELLENT","OTHER","IND NEAR DEM","EXTREMELY LIBERAL","FEMALE",2002
"PACIFIC","$10000 - 14999",NA,84,NA,"MARRIED","LT HIGH SCHOOL",NA,"WORKING PARTTIME","STRONG REPUBLICAN",NA,"MALE",2002
"PACIFIC","$25000 OR MORE",NA,30,NA,"MARRIED","LT HIGH SCHOOL","GOOD","WORKING PARTTIME","STRONG DEMOCRAT",NA,"MALE",2002
"PACIFIC","$15000 - 19999","PRETTY HAPPY",21,"BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL","FAIR","OTHER","NOT STR DEMOCRAT","MODERATE","FEMALE",2002
"PACIFIC",NA,"PRETTY HAPPY",61,"AVERAGE","MARRIED","BACHELOR",NA,"SCHOOL",NA,"EXTRMLY CONSERVATIVE","FEMALE",2002
"PACIFIC","$15000 - 19999",NA,75,NA,"MARRIED","HIGH SCHOOL","GOOD","UNEMPL LAID OFF",NA,NA,"MALE",2002
"PACIFIC","$25000 OR MORE",NA,39,NA,"MARRIED","JUNIOR COLLEGE",NA,"WORKING PARTTIME","NOT STR DEMOCRAT",NA,"MALE",2002
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",40,"ABOVE AVERAGE","MARRIED","JUNIOR COLLEGE",NA,"WORKING PARTTIME","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","FEMALE",2002
"PACIFIC","$25000 OR MORE",NA,61,NA,"MARRIED","BACHELOR",NA,"RETIRED","STRONG DEMOCRAT",NA,"FEMALE",2002
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",59,"AVERAGE","DIVORCED","HIGH SCHOOL","FAIR","WORKING FULLTIME","INDEPENDENT",NA,"MALE",2002
"PACIFIC","REFUSED",NA,40,NA,"MARRIED","BACHELOR","GOOD","WORKING FULLTIME","OTHER PARTY",NA,"MALE",2002
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",41,"ABOVE AVERAGE","MARRIED","GRADUATE",NA,"WORKING PARTTIME","NOT STR DEMOCRAT","LIBERAL","FEMALE",2002
"PACIFIC","$25000 OR MORE","VERY HAPPY",47,"AVERAGE","MARRIED","BACHELOR","EXCELLENT","WORKING PARTTIME","NOT STR DEMOCRAT","MODERATE","FEMALE",2002
"PACIFIC","$25000 OR MORE",NA,38,NA,"MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR DEMOCRAT",NA,"MALE",2002
"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",56,"ABOVE AVERAGE","MARRIED","GRADUATE","GOOD","WORKING FULLTIME","IND NEAR REP","MODERATE","MALE",2002
"MIDDLE ATLANTIC","$25000 OR MORE",NA,38,NA,"DIVORCED","JUNIOR COLLEGE",NA,"WORKING FULLTIME","NOT STR REPUBLICAN",NA,"MALE",2002
"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",32,"AVERAGE","NEVER MARRIED","BACHELOR",NA,"WORKING FULLTIME","IND NEAR DEM","SLGHTLY CONSERVATIVE","MALE",2002
"MIDDLE ATLANTIC","$8000 TO 9999",NA,62,NA,"DIVORCED","GRADUATE",NA,"WORKING PARTTIME","STRONG REPUBLICAN",NA,"MALE",2002
"MIDDLE ATLANTIC","$20000 - 24999","VERY HAPPY",74,"AVERAGE","MARRIED","HIGH SCHOOL",NA,"RETIRED","STRONG DEMOCRAT","CONSERVATIVE","FEMALE",2002
"MIDDLE ATLANTIC",NA,"NOT TOO HAPPY",60,"FAR BELOW AVERAGE","WIDOWED","HIGH SCHOOL","POOR","KEEPING HOUSE","INDEPENDENT","LIBERAL","FEMALE",2002
"MIDDLE ATLANTIC","$25000 OR MORE",NA,29,NA,"NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT",NA,"MALE",2002
"MIDDLE ATLANTIC","$25000 OR MORE",NA,42,NA,"NEVER MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR DEMOCRAT",NA,"FEMALE",2002
"MIDDLE ATLANTIC","$20000 - 24999","VERY HAPPY",31,"BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","STRONG DEMOCRAT","MODERATE","FEMALE",2002
"MIDDLE ATLANTIC","$25000 OR MORE","VERY HAPPY",65,"AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","TEMP NOT WORKING","NOT STR DEMOCRAT","MODERATE","FEMALE",2002
"MIDDLE ATLANTIC",NA,NA,81,NA,"DIVORCED","HIGH SCHOOL",NA,"RETIRED","STRONG DEMOCRAT",NA,"MALE",2002
"MIDDLE ATLANTIC","$25000 OR MORE",NA,40,NA,"MARRIED","JUNIOR COLLEGE","GOOD","UNEMPL LAID OFF","NOT STR DEMOCRAT",NA,"MALE",2002
"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",43,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","FAIR","WORKING PARTTIME","STRONG DEMOCRAT","MODERATE","FEMALE",2002
"MIDDLE ATLANTIC","$25000 OR MORE",NA,25,NA,"MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT",NA,"FEMALE",2002
"MIDDLE ATLANTIC",NA,"NOT TOO HAPPY",33,"AVERAGE","NEVER MARRIED","HIGH SCHOOL",NA,"KEEPING HOUSE","NOT STR DEMOCRAT","MODERATE","FEMALE",2002
"MIDDLE ATLANTIC","$25000 OR MORE","VERY HAPPY",36,"AVERAGE","MARRIED","JUNIOR COLLEGE","EXCELLENT","WORKING PARTTIME","NOT STR DEMOCRAT","MODERATE","FEMALE",2002
"SOUTH ATLANTIC","REFUSED","PRETTY HAPPY",24,"BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL","FAIR","KEEPING HOUSE","INDEPENDENT","MODERATE","FEMALE",2002
"SOUTH ATLANTIC","$15000 - 19999",NA,53,NA,"MARRIED","LT HIGH SCHOOL","FAIR","KEEPING HOUSE","INDEPENDENT",NA,"FEMALE",2002
"SOUTH ATLANTIC","$25000 OR MORE",NA,37,NA,"NEVER MARRIED","LT HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT",NA,"MALE",2002
"SOUTH ATLANTIC","REFUSED","PRETTY HAPPY",25,"AVERAGE","MARRIED","LT HIGH SCHOOL","GOOD","WORKING FULLTIME","STRONG DEMOCRAT","MODERATE","MALE",2002
"SOUTH ATLANTIC","$25000 OR MORE",NA,37,NA,"MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT",NA,"FEMALE",2002
"SOUTH ATLANTIC","$25000 OR MORE",NA,40,NA,"NEVER MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","STRONG DEMOCRAT",NA,"FEMALE",2002
"SOUTH ATLANTIC","$15000 - 19999",NA,29,NA,"MARRIED","LT HIGH SCHOOL","FAIR","UNEMPL LAID OFF","INDEPENDENT",NA,"FEMALE",2002
"SOUTH ATLANTIC","$25000 OR MORE","VERY HAPPY",33,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","NOT STR DEMOCRAT","EXTREMELY LIBERAL","FEMALE",2002
"SOUTH ATLANTIC","$15000 - 19999","PRETTY HAPPY",54,"BELOW AVERAGE","DIVORCED","HIGH SCHOOL",NA,"WORKING PARTTIME","STRONG DEMOCRAT","LIBERAL","FEMALE",2002
"SOUTH ATLANTIC","$10000 - 14999","PRETTY HAPPY",23,"FAR BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","FEMALE",2002
"SOUTH ATLANTIC","$6000 TO 6999",NA,24,NA,"NEVER MARRIED","HIGH SCHOOL","EXCELLENT","KEEPING HOUSE","STRONG DEMOCRAT",NA,"FEMALE",2002
"SOUTH ATLANTIC",NA,NA,51,NA,"NEVER MARRIED","LT HIGH SCHOOL","POOR","KEEPING HOUSE","INDEPENDENT",NA,"FEMALE",2002
"SOUTH ATLANTIC","$15000 - 19999","PRETTY HAPPY",36,"AVERAGE","NEVER MARRIED","LT HIGH SCHOOL","GOOD","WORKING FULLTIME","IND NEAR REP","MODERATE","FEMALE",2002
"SOUTH ATLANTIC","$6000 TO 6999","PRETTY HAPPY",31,"AVERAGE","NEVER MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","INDEPENDENT","MODERATE","FEMALE",2002
"SOUTH ATLANTIC","$20000 - 24999",NA,28,NA,"NEVER MARRIED","HIGH SCHOOL","FAIR","WORKING FULLTIME","IND NEAR REP",NA,"MALE",2002
"SOUTH ATLANTIC","$25000 OR MORE",NA,23,NA,"MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT",NA,"FEMALE",2002
"SOUTH ATLANTIC","$25000 OR MORE","VERY HAPPY",34,"AVERAGE","MARRIED","JUNIOR COLLEGE","EXCELLENT","WORKING FULLTIME","STRONG DEMOCRAT","EXTREMELY LIBERAL","MALE",2002
"SOUTH ATLANTIC","REFUSED","PRETTY HAPPY",45,"AVERAGE","DIVORCED","BACHELOR",NA,"WORKING FULLTIME","OTHER PARTY","MODERATE","MALE",2002
"SOUTH ATLANTIC","$25000 OR MORE","PRETTY HAPPY",33,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING PARTTIME","OTHER PARTY",NA,"FEMALE",2002
"SOUTH ATLANTIC",NA,NA,26,NA,"NEVER MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","INDEPENDENT",NA,"MALE",2002
"SOUTH ATLANTIC","$25000 OR MORE","VERY HAPPY",41,"ABOVE AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT","SLGHTLY CONSERVATIVE","MALE",2002
"SOUTH ATLANTIC","$25000 OR MORE",NA,48,NA,"MARRIED","BACHELOR","EXCELLENT","WORKING FULLTIME","INDEPENDENT",NA,"FEMALE",2002
"SOUTH ATLANTIC","$25000 OR MORE",NA,51,NA,"MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR REPUBLICAN",NA,"MALE",2002
"SOUTH ATLANTIC","$25000 OR MORE","PRETTY HAPPY",45,"FAR ABOVE AVERAGE","MARRIED","GRADUATE","EXCELLENT","RETIRED","IND NEAR DEM","CONSERVATIVE","MALE",2002
"SOUTH ATLANTIC","$25000 OR MORE",NA,51,NA,"MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","STRONG DEMOCRAT",NA,"FEMALE",2002
"SOUTH ATLANTIC","$25000 OR MORE",NA,52,NA,"MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","STRONG REPUBLICAN",NA,"MALE",2002
"PACIFIC","$25000 OR MORE",NA,81,NA,"WIDOWED","BACHELOR",NA,"RETIRED","STRONG REPUBLICAN",NA,"FEMALE",2002
"PACIFIC","$25000 OR MORE",NA,39,NA,"DIVORCED","LT HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR DEMOCRAT",NA,"FEMALE",2002
"PACIFIC","$25000 OR MORE",NA,54,NA,"SEPARATED","BACHELOR","FAIR","WORKING FULLTIME","STRONG DEMOCRAT",NA,"MALE",2002
"PACIFIC","$1000 TO 2999",NA,64,NA,"WIDOWED","LT HIGH SCHOOL",NA,"RETIRED","IND NEAR REP",NA,"FEMALE",2002
"PACIFIC","$25000 OR MORE","VERY HAPPY",49,"AVERAGE","MARRIED","JUNIOR COLLEGE","GOOD","WORKING FULLTIME","STRONG REPUBLICAN","SLIGHTLY LIBERAL","MALE",2002
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",29,"AVERAGE","NEVER MARRIED","BACHELOR",NA,"WORKING FULLTIME","IND NEAR DEM","SLGHTLY CONSERVATIVE","MALE",2002
"PACIFIC","$20000 - 24999","PRETTY HAPPY",33,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING PARTTIME","INDEPENDENT","SLIGHTLY LIBERAL","FEMALE",2002
"PACIFIC","$15000 - 19999",NA,66,NA,"DIVORCED","HIGH SCHOOL","POOR","TEMP NOT WORKING","IND NEAR DEM",NA,"FEMALE",2002
"PACIFIC","$25000 OR MORE","VERY HAPPY",65,"AVERAGE","MARRIED","JUNIOR COLLEGE","EXCELLENT","TEMP NOT WORKING","STRONG REPUBLICAN","CONSERVATIVE","MALE",2002
"PACIFIC","$25000 OR MORE","NOT TOO HAPPY",48,"AVERAGE","DIVORCED","BACHELOR",NA,"TEMP NOT WORKING","INDEPENDENT","SLIGHTLY LIBERAL","FEMALE",2002
"PACIFIC","$25000 OR MORE","VERY HAPPY",35,"AVERAGE","MARRIED","BACHELOR","EXCELLENT","WORKING FULLTIME","IND NEAR REP","MODERATE","MALE",2002
"PACIFIC","$25000 OR MORE",NA,47,NA,"MARRIED","GRADUATE","EXCELLENT","WORKING FULLTIME","NOT STR DEMOCRAT",NA,"FEMALE",2002
"PACIFIC","$25000 OR MORE",NA,63,NA,"MARRIED","HIGH SCHOOL",NA,"KEEPING HOUSE","NOT STR REPUBLICAN",NA,"FEMALE",2002
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",69,"AVERAGE","MARRIED","LT HIGH SCHOOL","EXCELLENT","RETIRED","OTHER PARTY","MODERATE","MALE",2002
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",51,"ABOVE AVERAGE","NEVER MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR REPUBLICAN","CONSERVATIVE","MALE",2002
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",32,"AVERAGE","MARRIED","BACHELOR","GOOD","WORKING FULLTIME","STRONG DEMOCRAT","LIBERAL","FEMALE",2002
"PACIFIC","$25000 OR MORE",NA,32,NA,"NEVER MARRIED","JUNIOR COLLEGE","GOOD","WORKING FULLTIME","STRONG DEMOCRAT",NA,"FEMALE",2002
"PACIFIC","$25000 OR MORE","PRETTY HAPPY",52,"BELOW AVERAGE","DIVORCED","HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR REPUBLICAN","CONSERVATIVE","MALE",2002
"PACIFIC","$25000 OR MORE",NA,30,NA,"DIVORCED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","NOT STR DEMOCRAT",NA,"FEMALE",2002
"PACIFIC","$25000 OR MORE",NA,38,NA,"NEVER MARRIED","JUNIOR COLLEGE",NA,"WORKING FULLTIME","NOT STR DEMOCRAT",NA,"FEMALE",2002
"PACIFIC","$25000 OR MORE",NA,19,NA,"NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING PARTTIME","NOT STR DEMOCRAT",NA,"FEMALE",2002
"MOUNTAIN","$25000 OR MORE","PRETTY HAPPY",64,"ABOVE AVERAGE","MARRIED","BACHELOR","GOOD","WORKING PARTTIME","NOT STR REPUBLICAN","MODERATE","FEMALE",2002
"MOUNTAIN","$20000 - 24999",NA,70,NA,"DIVORCED","HIGH SCHOOL",NA,"RETIRED","STRONG REPUBLICAN",NA,"FEMALE",2002
"MOUNTAIN","$25000 OR MORE","VERY HAPPY",29,"ABOVE AVERAGE","MARRIED","GRADUATE","EXCELLENT","WORKING FULLTIME","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","MALE",2002
"MOUNTAIN","$8000 TO 9999","PRETTY HAPPY",32,"AVERAGE","NEVER MARRIED","BACHELOR","GOOD","WORKING PARTTIME","INDEPENDENT","SLGHTLY CONSERVATIVE","FEMALE",2002
"MOUNTAIN","$25000 OR MORE","PRETTY HAPPY",26,"AVERAGE","DIVORCED","BACHELOR",NA,"WORKING FULLTIME","NOT STR DEMOCRAT","SLIGHTLY LIBERAL","FEMALE",2002
"MOUNTAIN","$25000 OR MORE",NA,23,NA,"MARRIED","JUNIOR COLLEGE",NA,"KEEPING HOUSE","NOT STR REPUBLICAN",NA,"FEMALE",2002
"MOUNTAIN","$15000 - 19999","PRETTY HAPPY",47,"BELOW AVERAGE","DIVORCED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","MALE",2002
"MOUNTAIN","$25000 OR MORE",NA,31,NA,"DIVORCED","BACHELOR","GOOD","WORKING PARTTIME","STRONG DEMOCRAT",NA,"FEMALE",2002
"MOUNTAIN","$1000 TO 2999","PRETTY HAPPY",22,"FAR BELOW AVERAGE","NEVER MARRIED","JUNIOR COLLEGE","GOOD","SCHOOL","IND NEAR REP","SLIGHTLY LIBERAL","MALE",2002
"MOUNTAIN","REFUSED","VERY HAPPY",20,"ABOVE AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","SCHOOL","NOT STR REPUBLICAN",NA,"MALE",2002
"MOUNTAIN","$25000 OR MORE","VERY HAPPY",23,"FAR ABOVE AVERAGE","NEVER MARRIED","HIGH SCHOOL","EXCELLENT","SCHOOL","IND NEAR REP","LIBERAL","MALE",2002
"W. NOR. CENTRAL","$25000 OR MORE",NA,34,NA,"NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","STRONG DEMOCRAT",NA,"FEMALE",2002
"W. NOR. CENTRAL","$10000 - 14999","PRETTY HAPPY",50,"BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","FEMALE",2002
"W. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",44,"AVERAGE","DIVORCED","LT HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","MALE",2002
"W. NOR. CENTRAL","$20000 - 24999",NA,29,NA,"MARRIED","HIGH SCHOOL",NA,"KEEPING HOUSE","INDEPENDENT",NA,"FEMALE",2002
"W. NOR. CENTRAL",NA,NA,30,NA,"MARRIED","HIGH SCHOOL","FAIR","SCHOOL","STRONG DEMOCRAT",NA,"MALE",2002
"W. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",37,"FAR BELOW AVERAGE","NEVER MARRIED","JUNIOR COLLEGE","GOOD","SCHOOL","IND NEAR DEM","SLIGHTLY LIBERAL","MALE",2002
"W. NOR. CENTRAL","$8000 TO 9999",NA,19,NA,"NEVER MARRIED","HIGH SCHOOL","EXCELLENT","SCHOOL","IND NEAR REP",NA,"FEMALE",2002
"W. NOR. CENTRAL","$3000 TO 3999",NA,20,NA,"NEVER MARRIED","HIGH SCHOOL",NA,"SCHOOL","STRONG DEMOCRAT",NA,"MALE",2002
"W. NOR. CENTRAL","$5000 TO 5999",NA,20,NA,"NEVER MARRIED","HIGH SCHOOL","GOOD","SCHOOL","OTHER PARTY",NA,"MALE",2002
"W. NOR. CENTRAL","$15000 - 19999","PRETTY HAPPY",20,"BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL",NA,"SCHOOL","INDEPENDENT","SLIGHTLY LIBERAL","MALE",2002
"W. NOR. CENTRAL","$1000 TO 2999","NOT TOO HAPPY",22,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","SCHOOL","INDEPENDENT","LIBERAL","MALE",2002
"W. NOR. CENTRAL","$3000 TO 3999",NA,20,NA,"NEVER MARRIED","HIGH SCHOOL","GOOD","SCHOOL","NOT STR DEMOCRAT",NA,"MALE",2002
"W. NOR. CENTRAL","$25000 OR MORE",NA,51,NA,"MARRIED","BACHELOR","EXCELLENT","WORKING FULLTIME","STRONG DEMOCRAT",NA,"FEMALE",2002
"W. NOR. CENTRAL","$25000 OR MORE","NOT TOO HAPPY",21,"FAR ABOVE AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","SCHOOL","IND NEAR DEM","MODERATE","MALE",2002
"W. NOR. CENTRAL","$25000 OR MORE",NA,26,NA,"MARRIED","BACHELOR","EXCELLENT","WORKING FULLTIME","STRONG DEMOCRAT",NA,"FEMALE",2002
"W. NOR. CENTRAL","$3000 TO 3999",NA,22,NA,"NEVER MARRIED","HIGH SCHOOL",NA,"SCHOOL","IND NEAR DEM",NA,"MALE",2002
"W. NOR. CENTRAL","$15000 - 19999",NA,51,NA,"NEVER MARRIED","BACHELOR","GOOD","WORKING FULLTIME","INDEPENDENT",NA,"MALE",2002
"W. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",36,"AVERAGE","DIVORCED","BACHELOR","GOOD","WORKING PARTTIME","INDEPENDENT","SLIGHTLY LIBERAL","MALE",2002
"W. NOR. CENTRAL","$10000 - 14999","PRETTY HAPPY",22,"AVERAGE","NEVER MARRIED","HIGH SCHOOL",NA,"SCHOOL","IND NEAR DEM","LIBERAL","FEMALE",2002
"W. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",26,"BELOW AVERAGE","NEVER MARRIED","JUNIOR COLLEGE","FAIR","WORKING FULLTIME","IND NEAR DEM","MODERATE","FEMALE",2002
"W. NOR. CENTRAL","$10000 - 14999",NA,25,NA,"NEVER MARRIED","BACHELOR","EXCELLENT","SCHOOL","NOT STR DEMOCRAT",NA,"FEMALE",2002
"W. NOR. CENTRAL","$25000 OR MORE",NA,52,NA,"DIVORCED","HIGH SCHOOL",NA,"WORKING PARTTIME","STRONG DEMOCRAT",NA,"MALE",2002
"W. NOR. CENTRAL","$25000 OR MORE",NA,46,NA,"MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","NOT STR DEMOCRAT",NA,"FEMALE",2002
"W. NOR. CENTRAL","$25000 OR MORE","NOT TOO HAPPY",61,"AVERAGE","DIVORCED","JUNIOR COLLEGE","GOOD","WORKING FULLTIME","IND NEAR DEM","MODERATE","FEMALE",2002
"W. NOR. CENTRAL","$25000 OR MORE",NA,25,NA,"NEVER MARRIED","HIGH SCHOOL","FAIR","WORKING FULLTIME","NOT STR REPUBLICAN",NA,"FEMALE",2002
"W. NOR. CENTRAL","$25000 OR MORE",NA,73,NA,"MARRIED","LT HIGH SCHOOL",NA,"RETIRED","NOT STR DEMOCRAT",NA,"MALE",2002
"W. NOR. CENTRAL","$15000 - 19999","PRETTY HAPPY",27,"ABOVE AVERAGE","NEVER MARRIED","GRADUATE","EXCELLENT","WORKING FULLTIME","STRONG REPUBLICAN","CONSERVATIVE","MALE",2002
"W. NOR. CENTRAL","$20000 - 24999","VERY HAPPY",33,"AVERAGE","MARRIED","HIGH SCHOOL",NA,"KEEPING HOUSE","INDEPENDENT","MODERATE","FEMALE",2002
"W. NOR. CENTRAL","$10000 - 14999",NA,39,NA,"NEVER MARRIED","LT HIGH SCHOOL",NA,"WORKING FULLTIME","IND NEAR REP",NA,"FEMALE",2002
"W. NOR. CENTRAL","$10000 - 14999",NA,41,NA,"NEVER MARRIED","LT HIGH SCHOOL","FAIR","WORKING FULLTIME","INDEPENDENT",NA,"FEMALE",2002
"W. NOR. CENTRAL","$10000 - 14999","PRETTY HAPPY",24,"BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","STRONG DEMOCRAT","LIBERAL","MALE",2002
"W. NOR. CENTRAL",NA,NA,54,NA,"WIDOWED","JUNIOR COLLEGE",NA,"KEEPING HOUSE","STRONG DEMOCRAT",NA,"FEMALE",2002
"W. NOR. CENTRAL","$10000 - 14999",NA,27,NA,"NEVER MARRIED","HIGH SCHOOL","EXCELLENT","UNEMPL LAID OFF","INDEPENDENT",NA,"FEMALE",2002
"W. NOR. CENTRAL","$10000 - 14999","VERY HAPPY",44,"BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","FEMALE",2002
"W. NOR. CENTRAL","$10000 - 14999","PRETTY HAPPY",62,"BELOW AVERAGE","DIVORCED","HIGH SCHOOL",NA,"KEEPING HOUSE","INDEPENDENT",NA,"FEMALE",2002
"W. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",35,"BELOW AVERAGE","DIVORCED","HIGH SCHOOL","GOOD","WORKING FULLTIME","OTHER PARTY","MODERATE","MALE",2002
"W. NOR. CENTRAL","$25000 OR MORE",NA,20,NA,"NEVER MARRIED","HIGH SCHOOL","EXCELLENT","SCHOOL","STRONG DEMOCRAT",NA,"MALE",2002
"W. NOR. CENTRAL","REFUSED",NA,23,NA,"MARRIED","GRADUATE",NA,"WORKING FULLTIME","IND NEAR DEM",NA,"FEMALE",2002
"W. NOR. CENTRAL","$25000 OR MORE",NA,39,NA,"NEVER MARRIED","LT HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","IND NEAR REP",NA,"MALE",2002
"W. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",50,"BELOW AVERAGE","NEVER MARRIED","BACHELOR","FAIR","WORKING FULLTIME","STRONG REPUBLICAN","MODERATE","FEMALE",2002
"W. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",32,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","INDEPENDENT","MODERATE","FEMALE",2002
"W. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",44,"AVERAGE","DIVORCED","HIGH SCHOOL","FAIR","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","MALE",2002
"W. NOR. CENTRAL","$25000 OR MORE",NA,65,NA,"WIDOWED","HIGH SCHOOL",NA,"WORKING PARTTIME","IND NEAR REP",NA,"FEMALE",2002
